219	471
0	1	1	0
0	2	0	1
0	3	0	1
4	5	1	0
4	6	0	1
7	2	1	0
2	3	1	0
8	4	1	0
5	9	1	0
9	5	1	0
9	10	1	0
9	11	1	0
9	1	0	1
9	12	1	0
9	6	0	1
13	0	0	1
13	3	1	0
6	5	0	1
7	14	1	0
15	16	0	1
17	18	1	0
17	19	0	1
17	16	1	0
16	15	0	1
16	20	0	1
14	7	1	0
14	21	1	0
14	22	1	0
14	23	1	0
22	21	1	0
24	25	1	0
24	26	1	0
27	28	1	0
27	29	1	0
27	31	1	0
27	32	1	0
27	34	1	0
27	35	1	0
27	36	1	0
27	37	1	0
26	38	1	0
26	39	1	0
18	40	1	0
18	25	1	0
18	26	1	0
39	26	1	0
41	18	0	1
41	34	1	0
41	37	1	0
41	27	1	0
42	30	0	1
42	25	1	0
42	26	1	0
42	43	1	0
42	27	0	1
42	44	1	0
42	45	1	0
32	27	1	0
34	27	1	0
37	27	1	0
46	42	0	1
46	30	1	0
46	27	1	0
19	47	1	0
19	48	1	0
19	33	1	0
49	41	1	0
49	50	1	0
49	11	1	0
49	51	1	0
49	52	1	0
49	37	1	0
49	48	1	0
52	54	0	1
52	55	0	1
56	57	1	0
59	54	1	0
17	60	0	1
17	57	1	0
17	61	1	0
48	61	0	1
62	50	1	0
51	49	1	0
57	63	1	0
57	64	0	1
57	54	1	0
57	59	1	0
57	65	1	0
11	50	1	0
66	67	1	0
18	68	0	1
67	70	1	0
71	72	1	0
73	66	1	0
73	71	1	0
74	47	1	0
74	75	1	0
76	78	1	0
76	79	1	0
76	80	1	0
49	82	0	1
49	78	1	0
83	85	1	0
83	57	1	0
83	86	1	0
83	81	0	1
83	58	1	0
18	61	1	0
81	88	1	0
48	81	1	0
37	11	1	0
78	76	1	0
89	90	1	0
75	3	1	0
91	93	1	0
91	61	1	0
91	40	1	0
91	94	1	0
91	71	1	0
96	90	1	0
96	97	1	0
96	95	1	0
98	99	1	0
98	95	1	0
98	41	1	0
98	101	1	0
98	79	1	0
98	74	1	0
98	68	1	0
98	102	1	0
55	55	1	0
55	38	1	0
55	90	0	1
90	97	1	0
90	89	1	0
90	104	1	0
90	45	0	1
90	105	1	0
90	106	1	0
90	107	1	0
90	108	1	0
90	96	1	0
90	95	1	0
90	109	1	0
90	11	1	0
109	38	0	1
18	38	1	0
18	6	1	0
45	112	1	0
71	38	1	0
38	101	0	1
38	113	1	0
38	114	0	1
3	115	1	0
3	116	1	0
3	117	1	0
3	93	0	1
3	75	1	0
3	50	1	0
112	38	1	0
112	25	1	0
112	110	1	0
112	118	1	0
112	82	1	0
112	113	1	0
110	45	1	0
100	98	1	0
119	120	1	0
119	121	1	0
122	68	1	0
122	48	1	0
122	122	1	0
123	125	1	0
123	120	0	1
123	24	1	0
123	126	0	1
123	121	0	1
123	127	0	1
123	36	0	1
123	11	0	1
123	128	0	1
123	50	1	0
123	33	0	1
123	52	1	0
123	130	1	0
123	131	0	1
123	132	1	0
123	133	0	1
123	89	0	1
123	2	1	0
123	134	1	0
89	135	1	0
24	123	1	0
24	137	1	0
24	139	1	0
24	70	1	0
24	140	1	0
50	117	1	0
50	141	1	0
50	142	1	0
50	143	1	0
50	144	1	0
50	30	1	0
145	140	1	0
145	146	1	0
137	124	0	1
140	149	1	0
140	150	1	0
140	151	1	0
140	55	1	0
140	152	1	0
140	153	1	0
140	154	1	0
140	66	1	0
140	112	1	0
140	155	0	1
140	156	1	0
140	71	1	0
140	157	1	0
140	158	1	0
140	84	1	0
140	67	1	0
140	160	1	0
140	162	1	0
140	163	1	0
140	69	1	0
120	124	1	0
120	101	1	0
120	11	1	0
120	77	1	0
120	78	1	0
120	121	1	0
120	140	0	1
120	33	1	0
120	164	1	0
120	165	1	0
120	166	1	0
120	35	1	0
120	167	1	0
120	168	1	0
120	169	1	0
120	155	1	0
120	148	1	0
120	170	1	0
120	75	1	0
120	171	1	0
120	172	1	0
138	24	1	0
126	120	1	0
126	123	0	1
68	122	1	0
68	48	1	0
68	128	1	0
68	50	0	1
55	140	1	0
69	124	0	1
69	123	1	0
69	137	1	0
69	140	1	0
69	50	1	0
173	50	1	0
173	140	1	0
154	121	0	1
71	140	1	0
101	124	1	0
128	124	1	0
128	36	1	0
128	127	1	0
128	37	1	0
165	50	0	1
174	50	1	0
124	125	0	1
148	124	1	0
148	175	1	0
148	126	1	0
148	174	0	1
148	4	0	1
148	176	0	1
148	177	0	1
129	50	0	1
129	147	0	1
129	140	0	1
125	124	0	1
125	123	1	0
11	124	1	0
11	137	0	1
11	123	0	1
153	50	1	0
153	140	1	0
3	48	1	0
178	3	1	0
93	161	1	0
179	53	1	0
179	93	1	0
179	180	1	0
169	53	0	1
169	179	0	1
164	169	1	0
164	13	1	0
164	120	1	0
181	3	0	1
115	61	1	0
115	183	1	0
115	3	0	1
91	115	1	0
91	67	1	0
91	69	1	0
91	1	1	0
91	150	1	0
91	161	1	0
91	185	1	0
52	182	1	0
52	184	0	1
52	1	0	1
184	93	1	0
8	101	1	0
8	127	1	0
8	3	1	0
8	186	1	0
8	187	0	1
68	127	1	0
68	79	1	0
68	189	1	0
68	22	1	0
68	47	1	0
68	37	1	0
182	161	0	1
182	87	0	1
182	190	1	0
182	6	0	1
182	71	0	1
191	34	1	0
191	52	1	0
191	192	1	0
191	31	1	0
191	169	1	0
191	174	1	0
172	37	1	0
172	127	1	0
186	3	1	0
69	91	1	0
93	115	1	0
18	44	1	0
18	57	1	0
18	154	1	0
18	193	1	0
18	194	1	0
18	195	1	0
67	3	0	1
71	91	1	0
1	115	1	0
1	187	1	0
1	183	1	0
1	3	0	1
73	93	1	0
73	182	0	1
73	61	1	0
73	8	0	1
73	184	1	0
61	93	1	0
61	184	1	0
61	91	1	0
61	33	0	1
3	74	1	0
3	115	0	1
3	188	1	0
3	101	1	0
3	144	1	0
3	79	1	0
3	106	1	0
3	91	0	1
3	8	1	0
3	55	1	0
3	191	1	0
3	89	1	0
3	37	1	0
196	55	0	1
196	18	1	0
196	136	1	0
196	182	0	1
196	57	1	0
196	111	1	0
92	61	1	0
79	189	1	0
79	184	0	1
106	3	1	0
2	196	0	1
2	99	1	0
2	7	1	0
2	68	1	0
17	196	1	0
18	17	1	0
71	196	1	0
196	17	1	0
196	53	1	0
196	71	1	0
197	198	1	0
142	15	1	0
142	199	1	0
142	143	1	0
142	200	1	0
142	201	1	0
202	203	1	0
198	203	1	0
