219	471
198	205	1	0
198	197	1	0
198	206	1	0
198	207	1	0
198	209	1	0
2	203	1	0
2	198	1	0
2	204	1	0
210	198	1	0
201	203	0	1
116	203	1	0
116	198	1	0
98	103	1	0
98	2	1	0
98	203	1	0
98	198	1	0
98	201	0	1
55	53	1	0
18	159	1	0
18	198	0	1
53	142	1	0
53	199	1	0
53	194	1	0
53	55	1	0
53	211	1	0
53	4	1	0
53	71	1	0
53	208	1	0
53	159	1	0
6	15	1	0
48	198	1	0
212	203	1	0
71	208	1	0
71	142	1	0
71	53	1	0
71	203	0	1
203	198	1	0
203	208	0	1
203	213	1	0
203	103	1	0
203	116	1	0
203	212	1	0
203	8	1	0
203	202	1	0
203	214	1	0
203	215	1	0
203	205	1	0
203	19	1	0
203	216	1	0
203	142	0	1
208	217	1	0
208	218	1	0
208	15	1	0
208	44	1	0
208	159	1	0
208	211	1	0
208	66	1	0
208	201	1	0
208	6	1	0
208	53	1	0
213	208	0	1
213	53	0	1
199	53	1	0
17	41	0	1
17	9	0	1
41	17	0	1
41	16	1	0
41	194	0	1
